NODE_ID;PROMINENCY_LABEL;PROMINENCY_WEIGHT;PROMINENCY_PURITY;RECIPROCITY_LABEL;RECIPROCITY_WEIGHT;RECIPROCITY_PURITY
391;NonProminent;0;0;NonReciprocal;0;0
392;NonProminent;0;0;NonReciprocal;0;0
393;NonProminent;0;0;NonReciprocal;0;0
394;NonProminent;0;0;NonReciprocal;0;0
395;NonProminent;0;0;NonReciprocal;0;0
396;NonProminent;0;0;NonReciprocal;0;0
397;NonProminent;0;0;NonReciprocal;0;0
398;NonProminent;0;0;NonReciprocal;0;0
399;NonProminent;0;0;StronglyReciprocal;0,5;0,25
400;NonProminent;0;0;NonReciprocal;0;0
401;NonProminent;0;0;NonReciprocal;0;0
402;NonProminent;0;0;NonReciprocal;0;0
403;StronglyProminent;1,33333333333333;0,444444444444444;NonReciprocal;0;0
404;NonProminent;0;0;NonReciprocal;0;0
405;NonProminent;0;0;NonReciprocal;0;0
406;NonProminent;0;0;NonReciprocal;0;0
407;NonProminent;0;0;NonReciprocal;0;0
408;WeaklyProminent;0,5;0,166666666666667;NonReciprocal;0;0
409;NonProminent;0;0;NonReciprocal;0;0
410;NonProminent;0;0;NonReciprocal;0;0
411;NonProminent;0;0;NonReciprocal;0;0
412;NonProminent;0;0;NonReciprocal;0;0
413;StronglyProminent;1,33333333333333;0,444444444444444;NonReciprocal;0;0
414;NonProminent;0;0;NonReciprocal;0;0
415;NonProminent;0;0;NonReciprocal;0;0
416;NonProminent;0;0;NonReciprocal;0;0
417;NonProminent;0;0;NonReciprocal;0;0
418;NonProminent;0;0;NonReciprocal;0;0
419;NonProminent;0;0;NonReciprocal;0;0
420;NonProminent;0;0;NonReciprocal;0;0
421;NonProminent;0;0;NonReciprocal;0;0
422;WeaklyProminent;0,0833333333333333;0,0104166666666667;NonReciprocal;0;0
423;NonProminent;0;0;NonReciprocal;0;0
424;NonProminent;0;0;NonReciprocal;0;0
425;NonProminent;0;0;NonReciprocal;0;0
426;NonProminent;0;0;NonReciprocal;0;0
427;NonProminent;0;0;NonReciprocal;0;0
428;NonProminent;0;0;NonReciprocal;0;0
429;NonProminent;0;0;NonReciprocal;0;0
430;NonProminent;0;0;NonReciprocal;0;0
431;WeaklyProminent;0,4;0,1;NonReciprocal;0;0
432;NonProminent;0;0;NonReciprocal;0;0
433;NonProminent;0;0;NonReciprocal;0;0
434;NonProminent;0;0;NonReciprocal;0;0
435;NonProminent;0;0;NonReciprocal;0;0
436;NonProminent;0;0;NonReciprocal;0;0
437;NonProminent;0;0;NonReciprocal;0;0
438;NonProminent;0;0;NonReciprocal;0;0
439;WeaklyProminent;0,0740740740740741;0,00740740740740741;NonReciprocal;0;0
440;NonProminent;0;0;NonReciprocal;0;0
441;NonProminent;0;0;NonReciprocal;0;0
442;StronglyProminent;0,166666666666667;0,0277777777777778;NonReciprocal;0;0
443;NonProminent;0;0;NonReciprocal;0;0
444;NonProminent;0;0;NonReciprocal;0;0
445;NonProminent;0;0;NonReciprocal;0;0
446;NonProminent;0;0;NonReciprocal;0;0
447;NonProminent;0;0;NonReciprocal;0;0
448;NonProminent;0;0;NonReciprocal;0;0
449;NonProminent;0;0;NonReciprocal;0;0
450;NonProminent;0;0;NonReciprocal;0;0
451;StronglyProminent;0,25;0,0625;NonReciprocal;0;0
452;NonProminent;0;0;NonReciprocal;0;0
453;NonProminent;0;0;NonReciprocal;0;0
454;NonProminent;0;0;NonReciprocal;0;0
